GenOpt(R) Version 3.1.1, March 29, 2016

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2016, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of GPSHookeJeeves algorithm
Start time: Tue Oct 25 09:41:16 MST 2016

All Iterations


Simulation Number	Main Iteration	Sub Iteration	Step Number	objective	Q_evap	barrier_and_penalty	barrier	penalty	mu1	mu2	m_rich	T_evap	T_cond	T_rect	T_abs_outlet	T_gen_outlet
105	2	17	3	-113.5584651056657	87.78896063311015	-25.769504472555553	-231.925540253	0.0	0.1111111111111111	9.0	0.3	279.15	317.15	331.9	315.15	398.15	Cost not reduced at T_rect-dT_rect.
105	2	18	3	692.5894382782592	91.82392913048929	784.4133674087485	-232.306891886	90.02502714277452	0.1111111111111111	9.0	0.3	279.15	317.15	333.15	313.9	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
105	2	19	3	-109.77963058301141	83.82305292367808	-25.956577659333334	-233.609198934	0.0	0.1111111111111111	9.0	0.3	279.15	317.15	333.15	316.4	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
105	2	20	3	-111.53622337213484	85.74356340446818	-25.792659967666665	-232.133939709	0.0	0.1111111111111111	9.0	0.3	279.15	317.15	333.15	315.15	396.9	Cost not reduced at T_gen_outlet-dT_gen_outlet.
105	2	21	3	4341.871024453213	89.79086602459643	4431.66189047781	-233.763365024	495.2928441891887	0.1111111111111111	9.0	0.3	279.15	317.15	333.15	315.15	399.4	Cost not reduced at T_gen_outlet+dT_gen_outlet.
95	2	22	3	-113.67145680588793	87.78896063311015	-25.882496172777778	-232.942465555	0.0	0.1111111111111111	9.0	0.3	279.15	317.15	333.15	315.15	398.15	Iteration step did not reduce cost. Reduce step size to '0.125'.
106	1	1	4	-102.34786473029766	87.78896063311015	-14.5589040971875	-232.942465555	0.0	0.0625	16.0	0.3	279.15	317.15	333.15	315.15	398.15	Iteration step did not reduce cost. Reduce step size to '0.125'.
106	2	1	4	-102.34786473029766	87.78896063311015	-14.5589040971875	-232.942465555	0.0	0.0625	16.0	0.3	279.15	317.15	333.15	315.15	398.15	Exploration base, Delta = 0.125.
107	2	2	4	-98.71356827795971	84.13108727339721	-14.5824810045625	-233.319696073	0.0	0.0625	16.0	0.2875	279.15	317.15	333.15	315.15	398.15	Cost not reduced at m_rich-dm_rich.
108	2	3	4	2431.609379274743	91.44683399282307	2523.056213267566	-232.565082827	158.59947068401584	0.0625	16.0	0.3125	279.15	317.15	333.15	315.15	398.15	Cost not reduced at m_rich+dm_rich.
109	2	4	4	-100.1880145201969	85.5207873088844	-14.6672272113125	-234.675635381	0.0	0.0625	16.0	0.3	278.525	317.15	333.15	315.15	398.15	Cost not reduced at T_evap-dT_evap.
110	2	5	4	463.98282669692674	90.06998482773409	554.0528115246608	-231.221267282	35.531508795611614	0.0625	16.0	0.3	279.775	317.15	333.15	315.15	398.15	Cost not reduced at T_evap+dT_evap.
111	2	6	4	-100.93195414251937	86.30251844601938	-14.6294356965	-234.070971144	0.0	0.0625	16.0	0.3	279.15	317.775	333.15	315.15	398.15	Cost not reduced at T_cond+dT_cond.
112	2	7	4	-15.989341419561228	89.26233760337561	73.27299618381439	-231.817793442	5.485100517121212	0.0625	16.0	0.3	279.15	316.525	333.15	315.15	398.15	Cost not reduced at T_cond-dT_cond.
113	2	8	4	-102.31618457142265	87.78896063311015	-14.5272239383125	-232.435583013	0.0	0.0625	16.0	0.3	279.15	317.15	332.525	315.15	398.15	Cost not reduced at T_rect-dT_rect.
114	2	9	4	12.353418904461535	89.79752778118929	102.15094668565082	-232.621133522	7.293110470673489	0.0625	16.0	0.3	279.15	317.15	333.15	314.525	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
115	2	10	4	-100.37697395550725	85.79765183950725	-14.579322116	-233.269153856	0.0	0.0625	16.0	0.3	279.15	317.15	333.15	315.775	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
116	2	11	4	-101.3053317329063	86.7717908975313	-14.533540835375	-232.536653366	0.0	0.0625	16.0	0.3	279.15	317.15	333.15	315.15	397.525	Cost not reduced at T_gen_outlet-dT_gen_outlet.
117	2	12	4	725.5007699305465	88.7952594594863	814.2960293900328	-233.351495272	51.8050311152833	0.0625	16.0	0.3	279.15	317.15	333.15	315.15	398.775	Cost not reduced at T_gen_outlet+dT_gen_outlet.
117	2	13	4	-98.71356827795971	84.13108727339721	-14.5824810045625	-233.319696073	0.0	0.0625	16.0	0.2875	279.15	317.15	333.15	315.15	398.15	Cost not reduced at m_rich-dm_rich.
117	2	14	4	2431.609379274743	91.44683399282307	2523.056213267566	-232.565082827	158.59947068401584	0.0625	16.0	0.3125	279.15	317.15	333.15	315.15	398.15	Cost not reduced at m_rich+dm_rich.
117	2	15	4	-100.1880145201969	85.5207873088844	-14.6672272113125	-234.675635381	0.0	0.0625	16.0	0.3	278.525	317.15	333.15	315.15	398.15	Cost not reduced at T_evap-dT_evap.
117	2	16	4	463.98282669692674	90.06998482773409	554.0528115246608	-231.221267282	35.531508795611614	0.0625	16.0	0.3	279.775	317.15	333.15	315.15	398.15	Cost not reduced at T_evap+dT_evap.
117	2	17	4	-100.93195414251937	86.30251844601938	-14.6294356965	-234.070971144	0.0	0.0625	16.0	0.3	279.15	317.775	333.15	315.15	398.15	Cost not reduced at T_cond+dT_cond.
117	2	18	4	-15.989341419561228	89.26233760337561	73.27299618381439	-231.817793442	5.485100517121212	0.0625	16.0	0.3	279.15	316.525	333.15	315.15	398.15	Cost not reduced at T_cond-dT_cond.
117	2	19	4	-102.31618457142265	87.78896063311015	-14.5272239383125	-232.435583013	0.0	0.0625	16.0	0.3	279.15	317.15	332.525	315.15	398.15	Cost not reduced at T_rect-dT_rect.
117	2	20	4	12.353418904461535	89.79752778118929	102.15094668565082	-232.621133522	7.293110470673489	0.0625	16.0	0.3	279.15	317.15	333.15	314.525	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
117	2	21	4	-100.37697395550725	85.79765183950725	-14.579322116	-233.269153856	0.0	0.0625	16.0	0.3	279.15	317.15	333.15	315.775	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
117	2	22	4	-101.3053317329063	86.7717908975313	-14.533540835375	-232.536653366	0.0	0.0625	16.0	0.3	279.15	317.15	333.15	315.15	397.525	Cost not reduced at T_gen_outlet-dT_gen_outlet.
117	2	23	4	725.5007699305465	88.7952594594863	814.2960293900328	-233.351495272	51.8050311152833	0.0625	16.0	0.3	279.15	317.15	333.15	315.15	398.775	Cost not reduced at T_gen_outlet+dT_gen_outlet.
106	2	24	4	-102.34786473029766	87.78896063311015	-14.5589040971875	-232.942465555	0.0	0.0625	16.0	0.3	279.15	317.15	333.15	315.15	398.15	Iteration step did not reduce cost. Reduce step size to '0.0625'.
118	1	1	5	-97.10665925531015	87.78896063311015	-9.3176986222	-232.942465555	0.0	0.04	25.0	0.3	279.15	317.15	333.15	315.15	398.15	Iteration step did not reduce cost. Reduce step size to '0.0625'.
118	2	1	5	-97.10665925531015	87.78896063311015	-9.3176986222	-232.942465555	0.0	0.04	25.0	0.3	279.15	317.15	333.15	315.15	398.15	Exploration base, Delta = 0.0625.
119	2	2	5	-95.28526795257369	85.9600239532537	-9.325243999320001	-233.131099983	0.0	0.04	25.0	0.29375	279.15	317.15	333.15	315.15	398.15	Cost not reduced at m_rich-dm_rich.
120	2	3	5	409.2213267971796	89.61789731296662	498.83922411014623	-232.753792976	20.32597503316745	0.04	25.0	0.30625	279.15	317.15	333.15	315.15	398.15	Cost not reduced at m_rich+dm_rich.
121	2	4	5	-96.00561499626875	86.65330258898875	-9.35231240728	-233.807810182	0.0	0.04	25.0	0.3	278.8375	317.15	333.15	315.15	398.15	Cost not reduced at T_evap-dT_evap.
122	2	5	5	-45.36610827228037	88.9278312622166	43.56172298993623	-232.080127332	2.113797123328649	0.04	25.0	0.3	279.4625	317.15	333.15	315.15	398.15	Cost not reduced at T_evap+dT_evap.
123	2	6	5	-96.38763651788206	87.04739075900206	-9.34024575888	-233.506143972	0.0	0.04	25.0	0.3	279.15	317.4625	333.15	315.15	398.15	Cost not reduced at T_cond+dT_cond.
124	2	7	5	-97.82243497252762	88.52726435684762	-9.29517061568	-232.379265392	0.0	0.04	25.0	0.3	279.15	316.8375	333.15	315.15	398.15	Cost reduced     at T_cond-dT_cond.
125	2	8	5	-97.81233596028763	88.52726435684762	-9.28507160344	-232.126790086	0.0	0.04	25.0	0.3	279.15	316.8375	332.8375	315.15	398.15	Cost not reduced at T_rect-dT_rect.
126	2	9	5	38.893144690655035	89.52749019988103	128.42063489053606	-232.219678919	5.508376881891843	0.04	25.0	0.3	279.15	316.8375	333.15	314.8375	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
127	2	10	5	-96.83295412011405	87.53134464547405	-9.30160947464	-232.540236866	0.0	0.04	25.0	0.3	279.15	316.8375	333.15	315.4625	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
128	2	11	5	-97.30983643278105	88.02284185630106	-9.28699457648	-232.174864412	0.0	0.04	25.0	0.3	279.15	316.8375	333.15	315.15	397.8375	Cost not reduced at T_gen_outlet-dT_gen_outlet.
129	2	12	5	337.4271616353773	89.02899579017279	426.4561574255501	-232.584384028	17.430381311466803	0.04	25.0	0.3	279.15	316.8375	333.15	315.15	398.4625	Cost not reduced at T_gen_outlet+dT_gen_outlet.
124	2	13	5	-97.82243497252762	88.52726435684762	-9.29517061568	-232.379265392	0.0	0.04	25.0	0.3	279.15	316.8375	333.15	315.15	398.15	Global search reduced cost.
130	3	1	5	38.59246358697635	89.26233760337561	127.85480119035196	-231.817793442	5.485100517121278	0.04	25.0	0.3	279.15	316.525	333.15	315.15	398.15	Exploration base, Delta = 0.0625.
131	3	2	5	-96.68309470381197	87.40270556997197	-9.28038913384	-232.009728346	0.0	0.04	25.0	0.29375	279.15	316.525	333.15	315.15	398.15	Cost reduced     at m_rich-dm_rich.
132	3	3	5	-95.61010403570299	86.29537539166299	-9.31472864404	-232.868216101	0.0	0.04	25.0	0.29375	278.8375	316.525	333.15	315.15	398.15	Cost not reduced at T_evap-dT_evap.
133	3	4	5	-96.64408904824084	88.51316063546993	-8.13092841277091	-231.15445407	0.04460999000116368	0.04	25.0	0.29375	279.4625	316.525	333.15	315.15	398.15	Cost not reduced at T_evap+dT_evap.
134	3	5	5	-97.37733203060336	88.11933595368336	-9.25799607692	-231.449901923	0.0	0.04	25.0	0.29375	279.15	316.2125	333.15	315.15	398.15	Cost reduced     at T_cond-dT_cond.
135	3	6	5	-97.36728073424337	88.11933595368336	-9.247944780560001	-231.198619514	0.0	0.04	25.0	0.29375	279.15	316.2125	332.8375	315.15	398.15	Cost not reduced at T_rect-dT_rect.
136	3	7	5	-14.683880620935227	89.09510314619028	74.41122252525506	-231.296166211	3.346522766947803	0.04	25.0	0.29375	279.15	316.2125	333.15	314.8375	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
137	3	8	5	-96.41197866708781	87.14776959444781	-9.26420907264	-231.605226816	0.0	0.04	25.0	0.29375	279.15	316.2125	333.15	315.4625	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
138	3	9	5	-96.88050904431577	87.63080726447578	-9.24970177984	-231.242544496	0.0	0.04	25.0	0.29375	279.15	316.2125	333.15	315.15	397.8375	Cost not reduced at T_gen_outlet-dT_gen_outlet.
139	3	10	5	113.9470525103355	88.60528040724226	202.55233291757776	-231.65798844	8.47274609820711	0.04	25.0	0.29375	279.15	316.2125	333.15	315.15	398.4625	Cost not reduced at T_gen_outlet+dT_gen_outlet.
140	3	11	5	-95.9857279674533	86.6829463494133	-9.30278161804	-232.569540451	0.0	0.04	25.0	0.29375	279.15	316.8375	333.15	315.15	398.15	Cost not reduced at m_rich-dm_rich.
141	3	12	5	991.4084498321618	90.37158236428195	1081.7800321964437	-232.188952003	43.64270361106255	0.04	25.0	0.30625	279.15	316.8375	333.15	315.15	398.15	Cost not reduced at m_rich+dm_rich.
142	3	13	5	-96.72369058985974	87.39399613137974	-9.32969445848	-233.242361462	0.0	0.04	25.0	0.3	278.8375	316.8375	333.15	315.15	398.15	Cost not reduced at T_evap-dT_evap.
143	3	14	5	240.17647415965274	89.66373454959238	329.84020870924513	-231.519249642	13.564039147797004	0.04	25.0	0.3	279.4625	316.8375	333.15	315.15	398.15	Cost not reduced at T_evap+dT_evap.
143	3	15	5	38.59246358697635	89.26233760337561	127.85480119035196	-231.817793442	5.485100517121278	0.04	25.0	0.3	279.15	316.525	333.15	315.15	398.15	Cost not reduced at T_cond-dT_cond.
143	3	16	5	-97.10665925531015	87.78896063311015	-9.3176986222	-232.942465555	0.0	0.04	25.0	0.3	279.15	317.15	333.15	315.15	398.15	Cost not reduced at T_cond+dT_cond.
143	3	17	5	-97.81233596028763	88.52726435684762	-9.28507160344	-232.126790086	0.0	0.04	25.0	0.3	279.15	316.8375	332.8375	315.15	398.15	Cost not reduced at T_rect-dT_rect.
143	3	18	5	38.893144690655035	89.52749019988103	128.42063489053606	-232.219678919	5.508376881891843	0.04	25.0	0.3	279.15	316.8375	333.15	314.8375	398.15	Cost not reduced at T_abs_outlet-dT_abs_outlet.
143	3	19	5	-96.83295412011405	87.53134464547405	-9.30160947464	-232.540236866	0.0	0.04	25.0	0.3	279.15	316.8375	333.15	315.4625	398.15	Cost not reduced at T_abs_outlet+dT_abs_outlet.
143	3	20	5	-97.30983643278105	88.02284185630106	-9.28699457648	-232.174864412	0.0	0.04	25.0	0.3	279.15	316.8375	333.15	315.15	397.8375	Cost not reduced at T_gen_outlet-dT_gen_outlet.
143	3	21	5	337.4271616353773	89.02899579017279	426.4561574255501	-232.584384028	17.430381311466803	0.04	25.0	0.3	279.15	316.8375	333.15	315.15	398.4625	Cost not reduced at T_gen_outlet+dT_gen_outlet.
124	3	22	5	-97.82243497252762	88.52726435684762	-9.29517061568	-232.379265392	0.0	0.04	25.0	0.3	279.15	316.8375	333.15	315.15	398.15	Iteration step did not reduce cost. Maximum number of step reductions reached.
124	3	23	5	-97.82243497252762	88.52726435684762	-9.29517061568	-232.379265392	0.0	0.04	25.0	0.3	279.15	316.8375	333.15	315.15	398.15	Minimum point.
